source,block_index,task,trial_type,difficulty,audio_file,prompt,orig_item_num,item,time_limit,answer,notes,response_alternatives,assessment_stage,chance_level,item_id,corpus_trial_type,d
George,7,math,Multiplication,0.3,multiplication-prompt2,Multiply the numbers.,NA,219x20,5000,4380,NA,"2190,4830,4240",test_response,0.25,219x20,multiplication,1.2204925147449800
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,10",5000,1,NA,NA,test_response,0.3,slider-1-10,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,10",5000,2,NA,NA,test_response,0.3,slider-2-10,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,10",5000,4,NA,NA,test_response,0.3,slider-4-10,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,10",5000,5,NA,NA,test_response,0.3,slider-5-10,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,10",5000,7,NA,NA,test_response,0.3,slider-7-10,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,10",5000,8,NA,NA,test_response,0.3,slider-8-10,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,50,NA,NA,test_response,0.3,slider-50-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,30,NA,NA,test_response,0.3,slider-30-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,98,NA,NA,test_response,0.3,slider-98-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,7,NA,NA,test_response,0.3,slider-7-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,25,NA,NA,test_response,0.3,slider-25-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,67,NA,NA,test_response,0.3,slider-67-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,33,NA,NA,test_response,0.3,slider-33-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,79,NA,NA,test_response,0.3,slider-79-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,14,NA,NA,test_response,0.3,slider-14-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,42,NA,NA,test_response,0.3,slider-42-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,59,NA,NA,test_response,0.3,slider-59-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.5,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,100",5000,71,NA,NA,test_response,0.3,slider-71-100,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,258,NA,NA,test_response,0.3,slider-258-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,461,NA,NA,test_response,0.3,slider-461-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,507,NA,NA,test_response,0.3,slider-507-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,417,NA,NA,test_response,0.3,slider-417-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,310,NA,NA,test_response,0.3,slider-310-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,5,NA,NA,test_response,0.3,slider-5-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,639,NA,NA,test_response,0.3,slider-639-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,831,NA,NA,test_response,0.3,slider-831-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,542,NA,NA,test_response,0.3,slider-542-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,941,NA,NA,test_response,0.3,slider-941-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,644,NA,NA,test_response,0.3,slider-644-1000,number line slider,NA
Siegler,3,math,Number Line Slider,-0.2,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1000",5000,126,NA,NA,test_response,0.3,slider-126-1000,number line slider,NA
Siegler,3,math,Number Line Slider,0,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1",5000,0.1,NA,NA,test_response,0.3,slider-0.1-1,number line slider,NA
Siegler,3,math,Number Line Slider,0,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1",5000,0.45,NA,NA,test_response,0.3,slider-0.45-1,number line slider,NA
Siegler,3,math,Number Line Slider,0,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1",5000,0.34,NA,NA,test_response,0.3,slider-0.34-1,number line slider,NA
Siegler,3,math,Number Line Slider,0,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1",5000,0.75,NA,NA,test_response,0.3,slider-0.75-1,number line slider,NA
Siegler,3,math,Number Line Slider,0,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1",5000,0.9,NA,NA,test_response,0.3,slider-0.9-1,number line slider,NA
Siegler,3,math,Number Line Slider,0,number-line-slider-prompt1,Move the slider to the indicated number.,NA,"0,1",5000,0.2,NA,NA,test_response,0.3,slider-0.2-1,number line slider,NA
George,5,math,Fraction,0.5,addition-prompt2,Add the numbers.,NA,1/4+2/4,5000,3/4,NA,"2/4,1,3/8",test_response,0.25,1/4+2/4,fraction,4.393284866028200
George,5,math,Fraction,0.5,addition-prompt2,Add the numbers.,NA,1/3+2/3,5000,1,NA,"3,2,2/3",test_response,0.25,1/3+2/3,fraction,11.751432132969100
George,5,math,Fraction,0.5,addition-prompt2,Add the numbers.,NA,1/6+1/3,5000,1/2,NA,"2/9,2/3,5/6",test_response,0.25,1/6+1/3,fraction,1.2740411179915700
George,5,math,Fraction,0.5,addition-prompt2,Add the numbers.,NA,1/7+3/14,5000,5/14,NA,"1/2,2/7,3/7",test_response,0.25,1/7+3/14,fraction,NA
George,5,math,Fraction,0.5,addition-prompt2,Add the numbers.,NA,5/12+1/6,5000,7/12,NA,"1/3,6/12,2/3",test_response,0.25,5/12+1/6,fraction,NA
George,5,math,Fraction,0.5,addition-prompt2,Add the numbers.,NA,3/9+1/3,5000,2/3,NA,"4/12,5/9,7/9",test_response,0.25,3/9+1/3,fraction,NA
George,5,math,Fraction,0.5,addition-prompt2,Add the numbers.,NA,1/3+2/5,5000,11/15,NA,"2/3,3/8,4/5",test_response,0.25,1/3+2/5,fraction,NA
George,5,math,Fraction,0.5,addition-prompt2,Add the numbers.,NA,2/8+3/9,5000,7/12,NA,"5/17,5/9,45/72",test_response,0.25,2/8+3/9,fraction,NA
George,5,math,Fraction,0.6,subtraction-prompt2,Subtract the numbers.,NA,4/8-1/8,5000,3/8,NA,"3,3/4,3/0",test_response,0.25,4/8-1/8,fraction,NA
George,5,math,Fraction,0.6,subtraction-prompt2,Subtract the numbers.,NA,7/10-2/5,5000,3/10,NA,"5/10,1/5,5/5",test_response,0.25,7/10-2/5,fraction,NA
George,5,math,Fraction,0.6,subtraction-prompt2,Subtract the numbers.,NA,1/3-1/7,5000,4/21,NA,"6/21,-1/4,1/7",test_response,0.25,1/3-1/7,fraction,NA
George,5,math,Fraction,0.6,subtraction-prompt2,Subtract the numbers.,NA,5/12-1/6,5000,1/4,NA,"4/12,4/6,5/12",test_response,0.25,5/12-1/6,fraction,NA
George,5,math,Fraction,0.6,subtraction-prompt2,Subtract the numbers.,NA,1/9-1/10,5000,1/90,NA,"9/90,8/90,1/30",test_response,0.25,1/9-1/10,fraction,NA
George,5,math,Fraction,0.6,subtraction-prompt2,Subtract the numbers.,NA,1/2-1/3,5000,1/6,NA,"2/6,1/3,3/6",test_response,0.25,1/2-1/3,fraction,NA
George,5,math,Fraction,0.6,subtraction-prompt2,Subtract the numbers.,NA,3/4-7/16,5000,5/16,NA,"1/4,3/8,7/16",test_response,0.25,3/4-7/16,fraction,NA
George,5,math,Fraction,0.6,subtraction-prompt2,Subtract the numbers.,NA,17/8-5/4,5000,7/8,NA,"12/4,7/4,12/8",test_response,0.25,17/8-5/4,fraction,NA
